Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Consumed
52,Male,63,1.72,184,131,54,1.48,804,Cardio,21.5,1.5,4,3,34.06,2383
29,Male,77.2,1.89,192,152,58,2,858,HIIT,25.6,3.2,3,2,19.23,2249
18,Female,40,1.66,190,147,50,1.6,1287,Cardio,27.6,1.9,5,3,22.99,2336
30,Female,76.3,2,193,132,59,1.11,548,HIIT,34.9,3.2,3,1,17.54,1827
29,Female,71.2,1.8,176,139,68,1.4,354,Cardio,10,3.4,2,3,31.75,2196
55,Male,104.9,1.56,187,155,58,0.87,1260,\nStrength,27.8,3.5,3,1,12.68,2225
34,Female,102.1,1.53,178,152,50,2,1783,Strength,26.5,2.1,3,1,38.34,2339
31,Female,63.6,1.57,165,169,74,1.09,1148,Strength,15.1,3.4,4,1,13.15,2150
26,Male,68.6,1.7,172,167,57,1.32,501,Yoga,25.4,1.5,3,2,18.29,2208
33,Male,46,1.71,163,145,54,1.29,671,Yoga,21.4,3.1,2,3,14.68,2208
39,Female,88.6,1.8,181,158,71,1.29,1296,Strength,24.3,2.8,4,1,,2325
36,Male,79.7,1.75,168,132,74,1.67,445,Strength,23.9,3.4,4,2,25.28,2524
33,Female,108.7,1.75,199,131,74,0.86,1080,Yoga,24.1,1.9,3,1,16.46,1914
45,Female,61.4,1.76,194,120,68,1.22,909,Strength,21.4,2.8,2,1,21.75,2003
21,Female,69.2,1.87,168,127,68,1.47,1275,Yoga,24.1,2.9,5,3,14.59,1917
52,Male,67.4,1.72,160,134,51,1.49,1307,Strength,17,2.6,2,2,15.39,2544
29,Female,40,1.64,178,130,69,1.15,1093,HIIT,27.4,3.4,3,2,14.89,1911
47,Female,46,1.58,172,147,72,1.37,1098,Strength,28.5,3.7,2,3,15.45,1955
34,Male,89.1,1.78,174,120,51,1.52,574,Cardio,27.6,1.5,4,2,20.61,2491
57,Male,70.4,1.72,181,161,57,1.3,983,Yoga,29.9,3.6,3,2,22.21,1921
24,Male,65.7,1.84,165,146,74,1.59,954,Cardio,17.8,2.8,5,2,16.06,2529
26,Male,82.2,1.69,189,139,70,1.45,1184,Yoga,10,2.5,5,2,18.01,2228
32,Female,52.2,1.73,196,134,74,2,684,Strength,27.4,2,3,1,21.27,2165
54,Male,128.7,1.91,192,,58,1.97,1049,Cardio,22.9,2.7,4,2,23.32,2390
18,Female,47,1.64,196,169,74,0.9,921,Strength,25.8,3.3,5,2,20.03,2484
18,Female,110.3,1.76,168,169,55,1.86,1391,Strength,33,3.5,5,3,16.38,2285
54,Male,42.7,1.72,191,153,74,2,987,Yoga,13.6,1.5,5,2,19.11,2159
35,Female,98,1.59,179,141,62,1.04,729,Cardio,14.2,1.5,3,1,18.32,2103
37,Female,94.5,1.84,160,158,61,1.2,1063,HIIT,26.6,2.6,3,2,12.32,1759
30,Female,57.6,1.66,169,160,67,1.86,1332,Yoga,30.9,2.7,4,2,30.42,1882
31,Male,40,1.74,194,155,68,1.4,716,HIIT,30.6,1.5,4,3,20.16,2174
28,Male,40.3,1.69,166,169,69,0.5,864,Cardio,24.9,2.6,3,3,20.42,2447
53,Male,60.8,1.66,199,121,69,1.12,926,Strength,26.5,3.6,4,1,12.32,2396
56,Male,72,1.77,191,168,62,1.55,1144,Cardio,30,2.7,2,2,23.34,2290
44,Male,94.4,1.75,163,154,58,1.66,881,HIIT,24.1,2.9,3,3,12.32,2438
38,Male,71,1.84,190,120,53,1.93,1700,Cardio,24.7,3.1,,3,21.97,2516
34,Female,77.9,1.87,183,169,59,1.28,691,,24,3.4,2,1,15.67,1830
48,Male,52.6,1.63,182,129,54,2,1310,Strength,25.1,1.5,,1,14.53,2606
48,Female,62.9,1.67,198,164,64,0.84,1098,HIIT,24.5,3.3,5,1,24.26,1831
33,Male,59.6,1.6,187,127,69,1.41,573,\tCardio,22.7,2.2,3,1,21.54,2224
46,Female,50,1.5,182,149,64,1.44,929,Cardio,23.8,3.3,2,3,16.09,1992
32,Female,104.3,1.83,160,,64,1.83,1122,Yoga,22.1,2.8,4,2,16.99,1625
36,Female,61.2,1.93,166,145,55,0.77,1015,HIIT,18.8,1.5,4,2,12.32,1996
36,Female,82.5,1.66,166,134,50,0.95,640,Yoga,11.2,3.4,5,2,21.01,1725
57,Female,58.3,1.73,164,132,50,1.48,492,HIIT,27.7,3.6,3,1,19.23,1871
45,Male,61.6,1.95,176,,64,1.12,1049,Strength,25.1,2.4,4,1,30.72,2655
44,Male,64.2,1.7,,139,62,1.3,1201,Yoga,23.2,3.3,2,2,15.79,2173
31,Male,53,1.83,182,149,55,1.33,821,Strength,23.6,3.4,4,3,22.89,2715
50,Female,69.6,1.9,172,127,74,,303,Strength,26.2,1.5,3,1,29.91,2125
38,Female,81.1,1.92,190,125,61,1.18,690,Yoga,26.1,3.1,4,3,17.99,1773
49,Female,65.7,1.77,182,139,74,1.18,744,HIIT,26.8,3.1,2,2,23,1932
21,Male,81.8,1.83,182,163,53,2,1159,Cardio,29.2,2.7,4,1,22.27,2504
28,Female,91.2,1.77,164,162,55,1.28,648,Strength,25.4,3.3,2,2,18.88,2060
52,Female,98.5,1.96,183,169,50,1.98,1515,Strength,,2.2,5,1,35.08,1847
22,Male,88.9,1.6,182,148,74,1.39,1386,HIIT,28.9,2.5,3,3,32.24,2555
43,Male,88.5,1.72,185,131,67,1.48,1140,Cardio,23.6,3.3,4,1,28.7,2596
46,Male,85.9,1.7,180,148,66,1.77,1088,HIIT,13.8,3.4,2,2,21.8,2462
18,Male,56.5,1.86,193,129,54,1.4,901,HIIT,20.6,3.5,4,2,13.7,2364
43,Female,65.2,1.97,184,121,72,1.1,594,HIIT,23.2,,3,2,17.03,1789
18,Male,71.9,1.54,170,121,59,1.48,658,HIIT,18.9,2.6,4,2,24.65,2373
44,Male,66.8,1.72,191,136,68,1.34,1239,Cardio,31.5,2.8,4,2,22.21,2493
55,Female,46.3,1.7,187,139,52,2,1130,Cardio,27.3,1.5,3,1,32.94,1807
36,Male,93.2,1.63,,153,55,1.21,389,Cardio,25.8,1.5,3,2,24.94,2458
57,Male,72.4,1.65,168,162,56,1.71,1140,Yoga,10.9,2.5,4,1,28.3,2192
41,Male,70.7,1.81,191,134,62,1.53,1381,Cardio,30.3,3.3,2,2,23.32,2254
52,Female,45,1.75,196,143,74,2,926,Yoga,22,2.4,3,1,38.8,1479
18,Female,74.8,1.83,165,144,63,1.66,1174,Cardio,22.9,3.1,2,2,15.29,2073
31,Female,61.1,1.69,190,123,64,0.62,1227,HIIT,23.8,3.6,2,3,19.83,1768
34,Female,44.3,1.76,180,129,58,1.85,494,Strength,25.8,3.2,4,3,16.48,2084
20,Female,96.2,1.59,170,142,52,1.57,1305,Strength,10.2,2.8,,1,21.72,2466
47,Male,69.7,1.83,184,121,70,1.02,747,HIIT,30.2,1.9,5,1,20.78,2413
33,Male,41.9,1.59,166,165,50,2,898,Strength,24.6,3.2,3,2,14.53,2428
47,Female,52.9,1.67,180,142,72,1.11,770,\tCardio,22.9,1.5,3,2,30.5,1811
58,Male,94.6,1.57,191,152,74,0.78,674,Cardio,10.2,3.3,,1,22.94,2190
47,Male,70.5,1.67,166,168,58,1.74,898,Strength,30,3.2,3,2,46.78,2375
27,Female,40,1.76,192,169,56,2,602,HIIT,28,3.4,3,3,31.97,1956
51,Male,51.6,1.83,194,161,67,2,1057,Yoga,27.6,2.2,3,1,24.12,2039
18,Female,83.3,1.59,165,169,72,1.19,997,Strength,25.7,3.3,3,1,31.83,2154
20,Male,67.7,1.84,193,122,66,1.19,900,Cardio,13.7,3.4,5,2,19.76,2640
43,Male,57.8,1.78,197,163,52,1.42,1418,\tYoga,28.6,1.6,2,1,14.84,2297
45,Male,59,1.87,199,157,55,1.11,613,Strength,18.2,3.2,2,1,31.55,2599
29,Female,61.5,1.88,182,152,72,1.62,793,HIIT,24.2,3.3,4,3,23.84,1734
18,Female,40,1.75,176,124,68,1.01,1536,HIIT,14.6,3.5,,2,17.62,1935
37,Male,79.6,1.68,180,137,67,2,920,Yoga,28.6,1.8,,3,23.26,2016
26,Female,68.6,1.75,184,140,60,1.26,681,HIIT,29.4,1.8,3,3,20.02,1902
49,Female,77.9,1.75,196,169,64,1.24,1267,HIIT,24.8,3.5,3,2,14.38,1731
23,Female,40.9,1.75,187,136,50,1.14,1135,Cardio,24.8,3.4,3,2,12.32,2154
18,Male,68.7,1.77,161,169,68,1.01,1011,Cardio,27.3,3.5,3,2,17,2479
23,Male,114.9,1.61,180,120,56,1.27,891,HIIT,28,3.3,3,1,22.67,2656
47,Male,65.6,1.77,190,154,54,1.59,413,Strength,23.1,3.6,2,2,14.47,2548
20,Female,90.9,1.69,198,142,74,1.35,927,Cardio,18.1,3.2,4,1,16.23,2202
40,Male,61,1.89,196,123,71,1.45,625,Strength,27.4,3.6,3,1,23.16,2549
18,Male,66.8,1.66,166,135,59,2,803,Yoga,23.2,3,2,1,12.56,2466
56,Male,42.6,1.61,190,161,60,1.24,1260,HIIT,23,3.6,4,3,23.68,1992
56,Female,88.8,1.7,173,129,52,1.79,933,Yoga,24.1,1.5,4,2,12.32,1580
34,Female,83.2,1.64,171,164,69,1.19,1392,Yoga,22.9,3.5,3,1,14.97,1881
38,Female,99.1,1.5,185,159,74,1.38,995,HIIT,17.8,1.5,4,1,24.56,1707
43,Male,77.8,1.7,180,149,58,1.38,1643,Strength,14.9,2.8,5,1,16.55,2583
18,Male,47.8,1.85,161,156,50,1.02,1265,Yoga,30.8,3.2,5,1,12.32,2538
24,Male,40,1.82,168,120,74,1.28,303,Strength,25,3.6,3,1,17.95,2556
35,Female,91,1.55,174,136,74,0.99,1216,Cardio,27,3.5,3,3,16,2237
21,Male,86.3,1.74,184,169,61,1.85,993,Strength,24.9,3.4,2,2,22.21,2743
26,Male,64.6,1.82,196,165,55,1.46,1699,Yoga,28.1,3.3,4,2,19.63,2317
40,Female,49.6,1.7,169,,72,1.6,921,Cardio,32.5,3.6,,2,12.71,2034
23,Female,59.6,1.81,160,146,71,1.54,1382,HIIT,22.6,2.8,5,2,12.32,2034
46,Female,53.7,1.5,177,169,54,1.62,1245,Strength,26.8,3.7,4,3,22.71,2281
55,Female,58.9,1.56,197,125,58,0.73,1103,Yoga,22.1,3.5,3,2,30.52,1761
31,Male,79.4,1.58,163,125,74,1.49,663,Cardio,24,2.4,3,2,12.32,2271
26,Male,83.1,1.52,163,139,51,1.95,925,Strength,10,2.8,3,1,20.05,2533
31,Female,61.7,1.52,177,160,54,0.54,1266,Yoga,23.1,1.7,4,2,12.32,1998
27,Male,66.6,1.7,171,149,73,1.43,1321,Strength,26.6,3.3,4,3,13.51,2499
45,Female,106.3,1.84,172,123,61,1.15,1177,Strength,16.9,2.6,4,3,30.72,2185
23,Female,73.2,1.58,175,169,,1.54,1226,HIIT,25,2.4,3,2,24.85,2055
48,Female,69.9,1.82,173,162,,2,1724,Yoga,26.7,2.4,3,1,23.63,1681
30,Female,62.3,1.53,185,153,68,1.3,1382,Yoga,20.5,1.6,2,2,34.48,1679
48,Male,83,1.55,164,169,67,1.27,1287,Cardio,21.5,3.5,2,3,22.88,2629
35,Male,75.4,1.64,198,167,63,1.14,1045,Yoga,20.5,1.5,3,2,30.23,2368
30,Female,98.3,1.84,178,161,74,1.58,576,HIIT,23.3,1.6,3,2,16.15,1866
38,Female,46.5,1.65,182,169,70,1.34,806,Cardio,24.1,3.5,2,1,12.32,1989
44,Male,61.6,1.65,167,158,74,1.11,1223,Strength,23.8,2.9,4,1,15.25,2367
31,Female,64,1.85,184,147,71,1.05,571,Strength,27,2,5,2,14.26,2101
18,Male,59.1,1.69,180,155,57,1.99,1505,Yoga,27.5,1.9,4,1,17.36,2352
24,Female,45.1,1.6,195,163,66,2,453,Cardio,31.2,1.6,2,2,22.88,2363
18,Male,49.1,1.68,,142,74,1.13,961,Yoga,23.7,3.1,,1,15.28,2213
18,Female,82.7,1.79,171,167,69,1.09,1305,HIIT,21.8,2.1,2,1,12.89,2026
33,Male,85,1.73,161,128,64,1.34,812,Strength,16.6,3.2,4,1,13.34,2359
21,Female,77.9,1.8,199,169,56,1.3,1171,Cardio,19.7,3.4,3,2,19.98,2312
20,Male,40,1.52,192,151,63,1.5,572,HIIT,25.1,3.7,4,1,25.64,2459
59,Male,44.8,1.67,189,130,63,1.29,1021,Strength,29.8,3.6,3,3,12.32,2521
51,Female,66.4,1.77,184,147,55,0.97,1531,HIIT,33.1,3.6,3,3,14.27,1746
50,Male,40,2,192,155,56,0.82,829,Strength,24.6,2.4,3,2,16.67,2549
42,Male,96.2,1.63,164,148,74,1.38,887,Strength,16.3,1.6,2,3,25.15,2350
45,Female,54,1.86,170,148,65,1.36,670,Cardio,28.9,3.5,3,2,16.72,1978
22,Male,71.1,1.68,164,160,74,1.51,955,Cardio,10,3.3,4,2,16.09,2710
47,Female,48.6,1.55,176,165,74,0.71,1305,Cardio,15.6,2.7,2,1,27.31,1937
34,Female,100.1,1.97,192,164,73,2,1747,Yoga,25.5,1.5,4,2,22.68,1759
51,Female,53.7,1.72,169,120,52,0.95,1234,HIIT,10,3.3,,3,14.41,1563
27,Male,83.5,1.67,162,129,65,1.48,1517,Yoga,25.8,3.3,2,1,18.45,2026
18,Male,52.4,1.74,181,169,63,0.83,889,Strength,10,2.8,4,3,13.4,2724
48,Male,89.5,1.61,170,153,57,1.38,1355,Strength,10,3.3,3,1,12.32,2589
25,Female,58.2,1.64,165,169,71,1.92,984,Strength,20.8,3.3,4,3,19.05,2072
51,Male,126,1.74,190,139,57,1.04,1108,Strength,27.3,3.2,2,1,22.63,2170
58,Female,57.4,1.62,196,154,61,1.59,1015,,15,2.1,3,1,25.02,1712
32,Female,52.3,1.59,161,121,74,2,723,Strength,20.3,3.3,3,1,22.56,2080
47,Female,40,1.85,192,139,57,1.2,697,Cardio,25.2,3.5,4,1,19.04,1970
55,Female,129.6,1.84,188,139,58,1.28,1272,HIIT,19.2,3.5,3,1,18.38,1877
33,Female,72.3,1.8,199,120,74,1.33,457,HIIT,26.5,2.3,4,2,12.32,1873
28,Male,64.1,1.55,179,152,52,1.41,1091,HIIT,31.1,3.3,4,1,18.43,2431
34,Male,66.7,1.55,186,169,55,1.48,781,Cardio,19.4,2.5,3,1,12.32,2604
35,Male,44.9,1.92,168,123,67,1.29,572,Cardio,20.8,2.1,4,2,17.33,2526
36,Female,90,1.69,180,160,72,2,717,HIIT,20.6,3.3,4,1,13.72,1772
27,Male,77.7,1.76,167,131,74,1.36,448,HIIT,24.9,2.1,5,2,23.19,2171
18,Male,100,1.73,192,166,56,1.22,1631,Strength,23.3,1.8,4,2,12.32,2820
52,Male,83.4,1.52,176,142,56,1.45,596,HIIT,25.6,1.9,3,2,15.21,2133
32,Female,46.5,1.83,176,128,74,1.01,1061,Cardio,10,2.5,4,3,14.63,1919
37,Female,81.1,1.78,195,143,72,1.07,770,HIIT,22.5,2.5,3,2,12.51,1704
31,Male,50.7,1.86,171,149,74,1.29,580,Cardio,,3.6,3,2,21.13,2602
23,Female,55.4,1.8,164,163,73,1.33,783,Strength,27.1,1.5,2,1,18.71,2514
23,Female,40,1.8,160,136,62,1.85,1113,Strength,16.8,1.7,3,,16.37,2475
25,Female,76.2,1.87,184,148,69,1.96,809,HIIT,26.2,2.3,3,1,17.02,1962
52,Male,84.5,1.75,180,158,71,2,830,Strength,14.1,1.5,4,3,18.25,2189
59,Male,40,2,173,141,68,1.04,1331,Strength,27,3.7,2,1,43.74,2180
37,Female,40,1.92,163,129,68,1.22,1025,Cardio,22.7,3.3,2,1,23.28,2048
42,Female,55.6,1.63,176,134,74,1.41,384,Cardio,22,3.3,3,1,32.64,1931
29,Male,73.6,1.82,162,141,55,1.5,1057,Cardio,25.2,2.1,2,2,30.41,2377
29,Female,50.8,1.89,199,163,59,0.8,784,HIIT,35,2.5,3,2,22.37,1721
27,Male,72.5,1.88,181,162,69,1.21,1120,HIIT,34.6,3.4,4,1,27.76,2380
22,Male,128.4,,166,169,50,1.53,914,HIIT,16.7,2.8,3,2,13.01,2379
41,Male,74.7,1.84,170,169,57,,1257,Strength,24.8,2.5,3,3,14.71,2707
21,Female,94.4,1.69,197,155,61,1.94,1089,Strength,20.7,2.4,,2,14.52,2413
52,Male,57.5,1.87,174,149,70,1.05,880,,12.5,2.5,2,2,12.32,2000
32,Male,51.1,1.86,199,131,63,1,865,HIIT,34.8,3.2,3,1,21.49,2280
30,Female,88.8,1.69,171,127,70,1.21,1097,Strength,25.6,3.4,,1,19.29,2103
31,Female,47,1.54,161,156,74,0.68,882,Cardio,28.9,2.6,4,1,12.32,1928
49,Female,80,2,162,151,74,1.07,,,15.7,3.6,3,2,29.6,2086
23,Female,52.6,1.78,176,169,53,1.15,1384,Cardio,31.1,2.4,3,2,21.08,2154
18,Male,57.5,1.74,193,154,70,1.16,1358,HIIT,33.9,3.7,4,3,12.32,2312
52,Female,45.1,1.65,165,164,71,1.76,1380,Yoga,21.5,3.3,5,1,29.89,1720
45,Male,98.7,1.77,183,132,74,1.32,400,Cardio,19.5,2,4,2,18.18,2638
51,Male,63,1.78,161,152,50,1.33,1339,Strength,29.1,1.8,2,2,15.95,2506
34,Female,101.5,1.57,184,120,55,1.02,601,Strength,17.7,2.3,5,,46.11,2329
18,Female,89.8,1.66,185,140,54,2,1283,HIIT,28.4,1.9,,2,16.69,1991
42,Male,43.5,1.56,192,159,57,1.96,555,,25.3,3.6,3,2,28.64,2209
28,Female,121.1,1.75,163,149,68,1.57,716,Strength,21,3.3,5,1,26.5,2074
18,Male,46.3,2,167,169,64,1.29,1556,Yoga,22.5,2.6,2,3,17.38,2425
35,Male,40,1.71,162,133,69,1.99,840,Yoga,20.2,3.2,4,2,27.14,2248
56,Female,64.2,1.79,196,165,58,0.97,667,Cardio,15.9,3.3,4,1,12.32,1717
18,Female,56,1.82,170,131,62,1.55,1249,HIIT,,2,3,3,15.72,2299
45,Male,43.8,,161,169,72,1.97,1783,HIIT,24.9,3.5,4,3,15.83,2104
32,Female,90.5,1.63,184,166,50,1.46,1217,Strength,31.3,2,5,1,12.99,2285
42,Female,40,1.81,177,145,59,1.71,1065,HIIT,26.6,1.5,3,1,23.25,1741
54,Male,72.6,1.56,172,165,69,1.26,966,HIIT,26.1,3.5,2,1,31.41,2117
18,Male,40,1.58,,164,52,1.08,1262,HIIT,24.7,3.2,4,1,28.07,2476
34,Female,89.7,1.78,184,142,53,0.53,1662,HIIT,24.2,1.5,3,1,39.54,1785
21,Female,59.7,1.65,191,138,68,0.95,539,HIIT,35,3.2,4,2,17.55,2113
18,Male,42,1.82,188,137,67,0.77,589,HIIT,16.4,2,2,3,29.09,2638
18,Male,57.9,2,168,156,50,1.05,689,Cardio,28.3,3.6,3,3,18.31,2634
49,Female,50.2,1.7,164,169,73,0.75,622,Cardio,28,1.6,2,1,13.34,1867
18,Female,40,1.8,187,158,71,1.24,665,\nStrength,24.1,1.7,2,2,14.93,2194
18,Female,70.9,1.87,176,164,59,2,745,HIIT,28.2,3.2,4,2,15.74,2143
26,Male,44,1.6,190,125,68,1.06,1246,Strength,21.1,2.7,2,2,15.5,2622
31,Female,46.9,1.75,192,146,63,2,748,Cardio,15.3,1.7,4,,12.48,2131
49,Male,47.5,1.79,161,169,61,1.43,957,Strength,25.8,3,4,1,13.47,2509
38,Male,69,1.82,170,133,53,1.24,1610,Strength,30.1,2.8,2,2,20.05,2644
18,Female,59.1,2,181,123,72,1.94,901,HIIT,23.2,2.4,4,2,13.32,2226
53,Female,40,1.66,192,169,72,1.11,,Yoga,27.5,2.8,4,3,22.65,1565
18,Female,74.6,1.71,169,143,54,1.49,1213,,28.7,2,2,1,18.68,2260
35,Male,98.6,1.55,184,141,59,2,1172,Cardio,27.8,3.2,2,2,23.47,2294
29,Female,58.4,1.61,182,165,70,0.77,1259,HIIT,20.1,3.5,4,2,26.13,1731
35,Female,76.1,1.81,,153,74,2,1119,HIIT,17.7,3.3,2,1,26.86,2078
38,Male,93.7,1.66,168,169,68,1.97,875,Cardio,29,3.4,4,2,13.87,2257
42,Female,88.6,2,171,166,72,1.11,1335,Yoga,18.6,2.2,5,2,18.3,1742
18,Male,49.9,1.77,191,123,74,1.4,626,Strength,25.9,3.4,2,2,24.35,2923
42,Female,99.9,1.6,189,169,58,1.85,1099,HIIT,32.6,2.2,2,1,15.78,1850
26,Female,58.6,1.78,198,143,74,1.59,1008,Cardio,21.1,2.2,3,1,44.77,2115
36,Male,57.4,1.58,192,152,70,1.38,1137,Yoga,18.3,3.2,2,1,20.91,2336
47,Male,48.1,1.71,185,129,74,0.87,1177,Strength,28.1,2.6,3,3,12.32,2486
30,Male,60.1,1.93,187,140,58,1.48,875,HIIT,29.7,3.1,5,1,24.29,2392
23,Female,88,2,193,128,70,1.24,399,HIIT,23.9,2.8,3,1,31.33,2048
39,Female,62.5,1.74,162,141,58,1.27,699,,24.2,1.8,3,1,17.6,2006
38,Female,69.4,2,195,130,,1.34,1197,Strength,19.5,2.6,3,3,14.99,1963
20,Female,69.3,1.75,180,120,72,1.06,1421,Yoga,24.6,3.2,4,2,25.22,2075
18,Male,52.6,1.76,175,154,50,1.17,1783,Yoga,21,3,3,2,30.92,2230
39,Female,65.6,1.7,172,148,68,0.87,1709,HIIT,20.2,1.5,4,3,14.83,1887
45,Male,71.4,,179,140,52,1.56,1246,Strength,24.6,2.6,4,1,15.53,2734
22,Male,80.6,1.71,176,139,60,2,957,Cardio,31,2.4,4,2,12.32,2636
57,Female,43.5,2,172,159,59,1.73,530,Yoga,18.7,2.1,2,3,23.74,1727
25,Female,72.6,1.7,161,168,51,1.28,1262,Strength,22,3.1,4,2,16.45,2176
18,Male,87.5,1.76,169,160,60,2,1042,Yoga,22.4,3.3,2,3,21.79,2248
50,Male,46.8,1.77,180,128,70,1.4,803,HIIT,17,3.3,4,1,21.83,2270
27,Male,42.5,1.61,183,155,71,2,933,HIIT,22.9,1.6,2,1,,2266
43,Male,83.5,1.96,168,169,54,1.47,1522,Strength,,2.1,4,2,24.03,2741
18,Female,44.9,1.77,168,127,57,1.66,512,Strength,12.3,3.7,3,1,20.39,2500
18,Male,63.9,1.71,164,140,66,1.48,785,Yoga,30.2,3.3,4,2,21.96,2271
36,Female,67.5,1.71,173,,60,1.1,511,HIIT,20.6,1.5,4,1,18.75,1773
24,Female,59,1.68,,132,56,1.17,1186,\tCardio,24.2,3.4,3,3,14.37,2086
21,Male,90.1,1.72,184,138,68,1.35,1043,Yoga,27.1,2.1,4,3,22.34,2409
18,Male,48.2,1.75,180,134,63,1.39,1053,Yoga,22.1,2.2,4,1,16.34,2219
18,Male,78.1,1.75,184,158,50,,871,Cardio,31.6,2.5,2,3,17.61,2664
31,Male,67.4,1.83,167,122,66,1.49,1032,HIIT,30.6,3.1,5,2,18.29,2324
27,Male,44.1,1.56,169,,72,1.34,1124,Strength,10,3.1,2,1,20.18,2425
26,Male,65,1.69,171,162,62,1.54,1066,Strength,16.6,3.5,2,2,29.56,2635
33,Female,95,1.85,168,140,56,1.3,958,Strength,20.5,3.3,3,2,12.66,2256
30,Female,65.3,1.76,192,161,57,1.16,1092,Cardio,32.1,1.9,4,3,23.82,2062
59,Male,40,1.72,182,164,56,1.27,1783,HIIT,12.6,3.1,4,3,12.32,2125
46,Female,82.9,1.74,194,165,52,2,1107,Cardio,24.3,3.1,3,3,14.4,2169
18,Male,59.4,1.87,195,139,74,2,958,Yoga,14.9,2.7,3,2,36.72,2517
49,Male,58.2,1.82,171,154,67,1.38,624,Strength,20.8,3.5,4,1,19.11,2430
37,Female,77.3,1.58,180,140,61,1.57,1333,HIIT,23.5,1.5,2,2,12.32,1705
22,Male,66,1.67,181,122,50,0.96,912,Cardio,26.3,1.5,3,2,15.29,2517
29,Female,67.4,1.76,187,120,74,1.1,911,Cardio,21.4,2.3,5,1,19.6,2026
31,Male,62.2,1.7,168,155,55,0.62,1596,Strength,35,3.2,2,1,16.7,2742
45,Female,67.3,1.67,198,155,54,0.72,1006,Yoga,33.2,3.5,4,2,17.76,1865
27,Female,59.6,1.73,182,139,71,1.42,1321,Strength,16.3,3.3,4,3,16.62,2337
35,Male,40,1.72,182,120,70,1.22,1178,HIIT,14.6,1.9,4,2,17.87,2215
24,Male,41.3,1.73,180,156,74,1.55,1285,HIIT,26.2,3.2,4,3,14.93,2332
48,Male,97,1.73,172,122,74,1.7,903,Cardio,12.8,3.5,4,2,22.39,2257
59,Female,47.2,1.68,185,159,70,1.49,704,Strength,15.4,2.2,4,2,23.79,1776
49,Female,58.7,1.79,,120,67,0.9,900,Cardio,24.4,3.7,4,2,28.66,2200
33,Male,65.7,1.97,167,144,53,1.1,872,Cardio,19.1,2,4,1,19.14,2553
31,Male,80.2,1.74,187,141,72,1.23,1326,Strength,21.2,2.8,2,2,16.1,2415
40,Male,59.3,2,166,141,74,1.44,801,Cardio,24.6,3.4,5,2,17.04,2332
28,Male,61.1,1.74,163,156,59,1.89,1277,Cardio,21.5,3.4,2,2,,2384
57,Female,79.4,1.55,160,164,50,1.55,1116,Strength,32.2,3.6,2,2,14.69,2129
55,Male,86.2,2,189,159,66,1.78,462,Strength,27.2,,3,1,20.09,2197
28,Male,59.3,1.79,189,128,69,0.91,877,Strength,24.8,2.1,4,1,28.16,2405
23,Male,40,1.87,161,,74,1.5,1200,Strength,23.7,3.3,4,3,13.11,2827
30,Female,61.8,1.88,189,142,73,1.02,1033,Cardio,23.7,2.3,4,1,21.86,2235
30,Male,40,1.63,192,157,64,1.31,1078,HIIT,10,2.8,3,1,14.92,2401
25,Female,61.4,1.7,172,166,72,1.28,1064,Yoga,32.5,3,3,2,19.45,1665
46,Female,80.2,1.98,172,155,73,1.29,1355,Yoga,26.8,3.3,4,3,15.63,1938
24,Female,89,1.61,,160,74,1.3,827,Yoga,23.8,3.1,3,3,30.63,2132
28,Male,58,1.77,179,157,74,1.59,1145,Yoga,21.3,1.5,2,3,14.72,2352
27,Male,53,1.91,172,123,54,1.09,655,Strength,34.4,3.1,3,2,21.18,2575
23,Female,51.2,1.92,187,169,55,1.1,969,Yoga,25.3,2.7,2,1,16.98,1922
26,Female,51.9,1.9,182,129,55,2,1418,Cardio,32.2,2.4,2,1,20.41,2034
27,Female,56.3,1.7,191,134,72,1.61,1631,Yoga,23.4,3.3,3,1,30.84,1717
,Male,92.4,1.52,197,135,59,1.12,1515,Cardio,25.9,3.2,3,2,16.46,2354
59,Male,108.3,1.53,183,122,50,0.86,1071,HIIT,21.9,3.3,3,1,17.75,2095
22,Female,71.5,1.81,195,164,51,1.52,935,Yoga,22,2.6,3,2,14.55,2151
18,Male,89.4,1.84,168,168,69,2,968,Strength,17.3,2.6,5,2,14.77,2847
32,Male,82.3,1.55,172,128,74,1.52,990,HIIT,26.7,2,3,1,20.15,2238
35,Male,96.5,1.54,168,160,70,1.43,1573,Yoga,35,3.4,4,1,20.43,2171
44,Male,40,1.91,181,124,71,1.55,1545,Cardio,26.5,3.4,3,1,35.01,2483
43,Male,65.2,1.5,182,157,68,2,1417,Yoga,26.7,3.1,4,2,14.95,2091
38,Female,77.1,,177,169,72,1.73,1538,Cardio,26.4,3.6,3,1,13.97,1949
18,Male,53.9,1.62,170,169,72,1.38,810,Cardio,24.7,3.4,3,1,29.34,2796
42,Male,47,1.87,176,127,74,1.82,693,Yoga,10,2.1,4,1,20.3,2030
22,Female,69.6,1.8,186,136,73,1.37,1081,Cardio,28.6,2,5,3,21.14,2179
18,Female,62.9,1.72,191,157,63,1.31,514,Strength,26.3,2.2,3,2,12.32,2417
